AN_LETIVO,CD_ALUNO_SME,DESC_RACA_COR,CD_SEXO,TIPO_ESCOLA,DRE,NOME_DISTRITO,TURMA_ESCOL,MODALIDADE_SEGMENTO,DESC_SERIE,DESC_PAIS_NASC
2016,5808181,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,6218525,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,4901897,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,6572802,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA JACUI,S,Fund1,C.I 1.ANO F9,PERU
2016,5066574,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,JARAGUA,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,6312774,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,SAPOPEMBA,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,5877103,NAO DECLARADA,M,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,PARELHEIROS,S,Fund1,C.II 4.ANO F9,CHILE
2016,4887207,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,6230802,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,ITAIM PAULISTA,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,6270112,INDIGENA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,6123022,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,Fund2,C.III 7.ANO F9,ARGENTINA
2016,4970865,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,4970865,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,6547475,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,Fund1,C.I 2.ANO F9,ANGOLA
2016,4067561,AMARELA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,TUCURUVI,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,4973530,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,6191884,PRETA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,CIDADE TIRADENTES,S,Fund1,C.I 3.ANO F9,REPUBLICA DO HAITI
2016,4195026,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,6593884,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,4815494,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA JACUI,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,5822499,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,6347195,INDIGENA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,4077777,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,TUCURUVI,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,6485669,NAO DECLARADA,M,CEU EMEI    ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA JACUI,S,PRE,INFANTIL I,BOLIVIA
2016,5160139,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PIRITUBA,S,Fund1,C.I 2.ANO F9,ITALIA
2016,4088557,PARDA,F,EMEFM       ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,3657237,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,6323720,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,5067719,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,4432183,AMARELA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund1,C.II 5.ANO F9,BOLIVIA
2016,6254506,NAO DECLARADA,F,CEU EMEI    ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA JACUI,S,PRE,INFANTIL II,BOLIVIA
2016,4946494,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO BUTANTA,RIO PEQUENO,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,6613715,PRETA,F,EMEFM       ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,Fund1,C.I 1.ANO F9,ANGOLA
2016,5292765,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,LAJEADO,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,5794258,BRANCA,F,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA JACUI,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,6329362,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO BUTANTA,RAPOSO TAVARES,S,Fund1,C.I 1.ANO F9,PARAGUAI
2016,6557883,PRETA,M,EMEFM       ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,Fund1,C.I 2.ANO F9,ANGOLA
2016,4643535,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,JARAGUA,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,6230802,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,ITAIM PAULISTA,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,6566184,NAO DECLARADA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,CRECHE,BERCARIO II,BOLIVIA
2016,6462632,BRANCA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,PRE,INFANTIL II,JAPAO
2016,6437242,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,PRE,INFANTIL II,ANGOLA
2016,6191615,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,PRE,INFANTIL I,REPUBLICA DO HAITI
2016,6330338,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,SAO RAFAEL,S,CRECHE,MINI GRUPO II,BOLIVIA
2016,6659543,PRETA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,VILA ANDRADE,S,PRE,INFANTIL I,REPUBLICA DO HAITI
2016,6512035,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,LAJEADO,S,CRECHE,BERCARIO II,REPUBLICA DO HAITI
2016,6618169,NAO DECLARADA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,CRECHE,BERCARIO II,ANGOLA
2016,6441261,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,SAO MIGUEL,S,PRE,INFANTIL I,BOLIVIA
2016,5738320,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO BUTANTA,VILA SONIA,S,PRE,INFANTIL II,INGLATERRA
2016,6519967,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,CIDADE TIRADENTES,S,PRE,INFANTIL II,ANGOLA
2016,6410896,PRETA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,JARDIM ANGELA,S,CRECHE,MINI GRUPO II,CONGO
2016,6615487,PRETA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,JOSE BONIFACIO,S,PRE,INFANTIL I,ANGOLA
2016,6289531,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CACHOEIRINHA,S,PRE,INFANTIL II,BOLIVIA
2016,5288537,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,CIDADE TIRADENTES,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,6214735,PRETA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,GRAJAU,S,PRE,INFANTIL I,REPUBLICA DO HAITI
2016,6499320,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,CIDADE TIRADENTES,S,CRECHE,MINI GRUPO II,ANGOLA
2016,6698020,BRANCA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,IPIRANGA,S,CRECHE,MINI GRUPO II,SIRIA
2016,5866160,PARDA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,LIMAO,S,PRE,INFANTIL II,BOLIVIA
2016,5998033,PARDA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,LIMAO,S,PRE,INFANTIL II,BOLIVIA
2016,6139275,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,CIDADE DUTRA,S,PRE,INFANTIL I,BOLIVIA
2016,6584372,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,EJA5A8,EJA COMPL I,BOLIVIA
2016,6359080,PRETA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,EJA1A4,EJA BASICA I,GUINE BISSAU
2016,6412250,PRETA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,EJA1A4,EJA BASICA I,REPUBLICA DO HAITI
2016,6359077,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,EJA1A4,EJA BASICA II,REPUBLICA DO HAITI
2016,6621335,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,EJA1A4,EJA BASICA II,COLOMBIA
2016,6189494,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,EJA1A4,EJA BASICA II,GUINE BISSAU
2016,6501069,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,EJA5A8,EJA COMPL II,REPUBLICA DO HAITI
2016,6189494,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,EJA1A4,EJA BASICA II,GUINE BISSAU
2016,6359080,PRETA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,EJA1A4,EJA BASICA II,GUINE BISSAU
2016,6671425,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,SAO MIGUEL,S,EJA1A4,EJA BASICA II,REPUBLICA DO HAITI
2016,5101264,AMARELA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA CURUCA,S,Fund1,C.II 4.ANO F9,JAPAO
2016,6486877,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ARTUR ALVIM,S,Fund2,C.III 9.ANO F9,CONGO
2016,6713523,PRETA,M,CIEJA       ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PERUS,S,EJA5A8,MIII CIEJA,REPUBLICA DO HAITI
2016,6733961,PRETA,M,CIEJA       ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PERUS,S,EJA5A8,MIII CIEJA,REPUBLICA DO HAITI
2016,6110931,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,LIMAO,S,CRECHE,MINI GRUPO II,ARGENTINA
2016,6042613,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PARI,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,4643598,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,CIDADE LIDER,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,3959346,INDIGENA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CACHOEIRINHA,S,Fund2,C.III 8.ANO F9,BOLIVIA
2016,6363405,NAO DECLARADA,M,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,BRASILANDIA,S,CRECHE,MINI GRUPO I,ANGOLA
2016,6630887,NAO DECLARADA,F,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BELA VISTA,S,CRECHE,MINI GRUPO I,ANGOLA
2016,6541879,NAO DECLARADA,F,MOVA        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ARTUR ALVIM,S,MOVA,MOVA,NIGERIA
2016,5229021,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO BUTANTA,RAPOSO TAVARES,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,4829062,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,4875259,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PONTE RASA,S,Fund1,C.I 3.ANO F9,PARAGUAI
2016,5917083,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PONTE RASA,S,Fund1,C.I 1.ANO F9,JAPAO
2016,3927464,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,ITAIM PAULISTA,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,6518988,NAO DECLARADA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,SAO MIGUEL,S,CRECHE,BERCARIO II,ANGOLA
2016,6327487,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,SAPOPEMBA,S,Fund2,C.III 9.ANO F9,BELGICA
2016,6119859,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,IGUATEMI,S,PRE,INFANTIL II,BOLIVIA
2016,5195579,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,4750024,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,Fund1,C.II 5.ANO F9,BOLIVIA
2016,6597900,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,CIDADE LIDER,S,PRE,INFANTIL II,REPUBLICA DO HAITI
2016,6258708,PRETA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,CIDADE LIDER,S,PRE,INFANTIL II,REPUBLICA DO HAITI
2016,6230885,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund2,C.II 6.ANO F9,BOLIVIA
2016,5021891,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,6684349,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA JACUI,S,Fund2,C.III 7.ANO F9,PERU
2016,6579211,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PONTE RASA,S,Fund2,C.II 6.ANO F9,BOLIVIA
2016,4234554,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,SAO DOMINGOS,S,Fund2,C.III 8.ANO F9,ARGENTINA
2016,3702281,AMARELA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO BUTANTA,BUTANTA,S,Fund2,C.III 9.ANO F9,JAPAO
2016,6045911,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,CAMPO LIMPO,S,PRE,INFANTIL II,BOLIVIA
2016,5667784,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,PRE,INFANTIL II,BOLIVIA
2016,6295179,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,PRE,INFANTIL II,BOLIVIA
2016,6449033,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,PRE,INFANTIL II,ANGOLA
2016,6581722,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,PRE,INFANTIL II,CONGO
2016,6518147,PARDA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,PRE,INFANTIL I,BOLIVIA
2016,6407310,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,ANHANGUERA,S,PRE,INFANTIL I,REPUBLICA DO HAITI
2016,6076980,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund2,C.II 6.ANO F9,BOLIVIA
2016,6713140,NAO DECLARADA,M,CIEJA       ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PERUS,S,EJA5A8,MIII CIEJA,REPUBLICA DO HAITI
2016,6728417,PRETA,M,CIEJA       ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PERUS,S,EJA5A8,MIII CIEJA,REPUBLICA DO HAITI
2016,6459750,PRETA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BELA VISTA,S,CRECHE,MINI GRUPO II,CONGO
2016,6070760,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL I,BOLIVIA
2016,6314200,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,PRE,INFANTIL II,ARGENTINA
2016,6251123,INDIGENA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL I,BOLIVIA
2016,6040375,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PARI,S,Fund1,C.I 1.ANO F9,BANGLADESH
2016,5817639,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,TUCURUVI,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,4686292,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,5251071,AMARELA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO BUTANTA,RIO PEQUENO,S,Fund1,C.I 3.ANO F9,JAPAO
2016,6116313,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,6241926,PARDA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,CRECHE,MINI GRUPO I,BOLIVIA
2016,6569027,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,CIDADE LIDER,S,CRECHE,MINI GRUPO I,BOLIVIA
2016,5204393,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,5850729,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,6444061,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund1,C.II 4.ANO F9,PERU
2016,6518147,PARDA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,PRE,INFANTIL I,BOLIVIA
2016,6529488,BRANCA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,PRE,INFANTIL II,BOLIVIA
2016,6678573,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,SAO DOMINGOS,S,Fund2,C.III 7.ANO F9,ITALIA
2016,6384562,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund2,C.II 6.ANO F9,BOLIVIA
2016,5639271,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,TREMEMBE,S,PRE,INFANTIL II,OUTRA NACIONALIDADE 
2016,5870520,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL I,BOLIVIA
2016,5691588,PARDA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BRAS,S,PRE,INFANTIL II,REPUBLICA DOMINICANA
2016,6108885,INDIGENA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BRAS,S,PRE,INFANTIL II,BOLIVIA
2016,6137916,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BRAS,S,PRE,INFANTIL II,REPUBLICA DO HAITI
2016,5103065,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PONTE RASA,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,6202135,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,LIMAO,S,PRE,INFANTIL II,BOLIVIA
2016,6559515,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CACHOEIRINHA,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,4791407,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PONTE RASA,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,4268205,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PONTE RASA,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,5777413,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,VILA MATILDE,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,6526219,PARDA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL II,BOLIVIA
2016,6389869,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,Fund1,C.II 4.ANO F9,ANGOLA
2016,5615132,PARDA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,PRE,INFANTIL II,OUTRA NACIONALIDADE 
2016,5142335,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CASA VERDE,S,Fund1,C.II 5.ANO F9,BOLIVIA
2016,4654928,PARDA,F,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,CAPAO REDONDO,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,5187599,AMARELA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PIRITUBA,S,Fund1,C.I 1.ANO F9,COREIA
2016,5913806,AMARELA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,EJA5A8,EJA FINAL II,CHINA
2016,6490112,NAO DECLARADA,M,MOVA        ,DIRETORIA REGIONAL DE EDUCACAO BUTANTA,RAPOSO TAVARES,S,MOVA,MOVA,NIGERIA
2016,6300217,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CASA VERDE,S,Fund2,C.III 8.ANO F9,BOLIVIA
2016,5860344,PARDA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,PRE,INFANTIL I,BOLIVIA
2016,5778701,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PONTE RASA,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,6502286,NAO DECLARADA,M,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ARTUR ALVIM,S,CRECHE,MINI GRUPO I,REPUBLICA DO HAITI
2016,6410513,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO,SANTO AMARO,S,CRECHE,MINI GRUPO II,EQUADOR
2016,5955612,BRANCA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,MANDAQUI,S,PRE,INFANTIL II,BOLIVIA
2016,6536667,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,SAO MIGUEL,S,PRE,INFANTIL I,ANGOLA
